RevisionNumber,ISO3,CTSCode,Year,RevisionDate,Notes
499,NIC,ECCS,1963,2026-04-01,synthetic revision
500,NER,ECCS,1963,2026-04-01,synthetic revision
501,NGA,ECCS,1963,2026-04-01,synthetic revision
502,NIU,ECCS,1963,2026-04-01,synthetic revision
503,NFK,ECCS,1963,2026-04-01,synthetic revision
504,NOR,ECCS,1963,2026-04-01,synthetic revision
505,OMN,ECCS,1963,2026-04-01,synthetic revision
506,PAK,ECCS,1963,2026-04-01,synthetic revision
507,PNG,ECCS,1963,2026-04-01,synthetic revision
508,PRY,ECCS,1963,2026-04-01,synthetic revision
509,PER,ECCS,1963,2026-04-01,synthetic revision
510,PHL,ECCS,1963,2026-04-01,synthetic revision
511,PCN,ECCS,1963,2026-04-01,synthetic revision
512,POL,ECCS,1963,2026-04-01,synthetic revision
513,PRT,ECCS,1963,2026-04-01,synthetic revision
514,PRI,ECCS,1963,2026-04-01,synthetic revision
515,QAT,ECCS,1963,2026-04-01,synthetic revision
516,ROU,ECCS,1963,2026-04-01,synthetic revision
517,RWA,ECCS,1963,2026-04-01,synthetic revision
518,SPM,ECCS,1963,2026-04-01,synthetic revision
519,WSM,ECCS,1963,2026-04-01,synthetic revision
520,SMR,ECCS,1963,2026-04-01,synthetic revision
521,STP,ECCS,1963,2026-04-01,synthetic revision
522,SAU,ECCS,1963,2026-04-01,synthetic revision
523,SEN,ECCS,1963,2026-04-01,synthetic revision
524,SYC,ECCS,1963,2026-04-01,synthetic revision
525,SLE,ECCS,1963,2026-04-01,synthetic revision
526,SLB,ECCS,1963,2026-04-01,synthetic revision
527,SOM,ECCS,1963,2026-04-01,synthetic revision
528,ZAF,ECCS,1963,2026-04-01,synthetic revision
529,ESP,ECCS,1963,2026-04-01,synthetic revision
530,LKA,ECCS,1963,2026-04-01,synthetic revision
531,KNA,ECCS,1963,2026-04-01,synthetic revision
532,LCA,ECCS,1963,2026-04-01,synthetic revision
533,VCT,ECCS,1963,2026-04-01,synthetic revision
534,SUR,ECCS,1963,2026-04-01,synthetic revision
535,SJM,ECCS,1963,2026-04-01,synthetic revision
536,SWE,ECCS,1963,2026-04-01,synthetic revision
537,CHE,ECCS,1963,2026-04-01,synthetic revision
538,SYR,ECCS,1963,2026-04-01,synthetic revision
539,TWN,ECCS,1963,2026-04-01,synthetic revision
540,TZA,ECCS,1963,2026-04-01,synthetic revision
541,THA,ECCS,1963,2026-04-01,synthetic revision
542,TLS,ECCS,1963,2026-04-01,synthetic revision
543,TGO,ECCS,1963,2026-04-01,synthetic revision
544,TKL,ECCS,1963,2026-04-01,synthetic revision
545,TON,ECCS,1963,2026-04-01,synthetic revision
546,TTO,ECCS,1963,2026-04-01,synthetic revision
547,TUN,ECCS,1963,2026-04-01,synthetic revision
548,TCA,ECCS,1963,2026-04-01,synthetic revision
549,TUV,ECCS,1963,2026-04-01,synthetic revision
550,UGA,ECCS,1963,2026-04-01,synthetic revision
551,ARE,ECCS,1963,2026-04-01,synthetic revision
552,GBR,ECCS,1963,2026-04-01,synthetic revision
553,USA,ECCS,1963,2026-04-01,synthetic revision
554,VIR,ECCS,1963,2026-04-01,synthetic revision
555,URY,ECCS,1963,2026-04-01,synthetic revision
556,VUT,ECCS,1963,2026-04-01,synthetic revision
557,VEN,ECCS,1963,2026-04-01,synthetic revision
558,VNM,ECCS,1963,2026-04-01,synthetic revision
559,WLF,ECCS,1963,2026-04-01,synthetic revision
560,PSE,ECCS,1963,2026-04-01,synthetic revision
561,ESH,ECCS,1963,2026-04-01,synthetic revision
562,YEM,ECCS,1963,2026-04-01,synthetic revision
563,ZMB,ECCS,1963,2026-04-01,synthetic revision
564,ZWE,ECCS,1963,2026-04-01,synthetic revision
565,AFG,ECCS,1964,2026-04-01,synthetic revision
566,ALB,ECCS,1964,2026-04-01,synthetic revision
567,DZA,ECCS,1964,2026-04-01,synthetic revision
568,ASM,ECCS,1964,2026-04-01,synthetic revision
569,AND,ECCS,1964,2026-04-01,synthetic revision
570,AGO,ECCS,1964,2026-04-01,synthetic revision
571,AIA,ECCS,1964,2026-04-01,synthetic revision
572,ATG,ECCS,1964,2026-04-01,synthetic revision
573,ARG,ECCS,1964,2026-04-01,synthetic revision
574,ABW,ECCS,1964,2026-04-01,synthetic revision
575,AUS,ECCS,1964,2026-04-01,synthetic revision
576,AUT,ECCS,1964,2026-04-01,synthetic revision
577,BHS,ECCS,1964,2026-04-01,synthetic revision
578,BHR,ECCS,1964,2026-04-01,synthetic revision
579,BGD,ECCS,1964,2026-04-01,synthetic revision
580,BRB,ECCS,1964,2026-04-01,synthetic revision
581,BLZ,ECCS,1964,2026-04-01,synthetic revision
582,BEN,ECCS,1964,2026-04-01,synthetic revision
583,BTN,ECCS,1964,2026-04-01,synthetic revision
584,BOL,ECCS,1964,2026-04-01,synthetic revision
585,BWA,ECCS,1964,2026-04-01,synthetic revision
586,BRA,ECCS,1964,2026-04-01,synthetic revision
587,VGB,ECCS,1964,2026-04-01,synthetic revision
588,BRN,ECCS,1964,2026-04-01,synthetic revision
589,BGR,ECCS,1964,2026-04-01,synthetic revision
590,BFA,ECCS,1964,2026-04-01,synthetic revision
591,BDI,ECCS,1964,2026-04-01,synthetic revision
592,CPV,ECCS,1964,2026-04-01,synthetic revision
593,KHM,ECCS,1964,2026-04-01,synthetic revision
594,CMR,ECCS,1964,2026-04-01,synthetic revision
595,CAN,ECCS,1964,2026-04-01,synthetic revision
596,CAF,ECCS,1964,2026-04-01,synthetic revision
597,TCD,ECCS,1964,2026-04-01,synthetic revision
598,CHL,ECCS,1964,2026-04-01,synthetic revision
599,HKG,ECCS,1964,2026-04-01,synthetic revision
600,MAC,ECCS,1964,2026-04-01,synthetic revision
601,CHN,ECCS,1964,2026-04-01,synthetic revision
602,COL,ECCS,1964,2026-04-01,synthetic revision
603,COM,ECCS,1964,2026-04-01,synthetic revision
604,COD,ECCS,1964,2026-04-01,synthetic revision
605,COG,ECCS,1964,2026-04-01,synthetic revision
606,COK,ECCS,1964,2026-04-01,synthetic revision
607,CRI,ECCS,1964,2026-04-01,synthetic revision
608,CUB,ECCS,1964,2026-04-01,synthetic revision
609,CYP,ECCS,1964,2026-04-01,synthetic revision
610,DNK,ECCS,1964,2026-04-01,synthetic revision
611,DJI,ECCS,1964,2026-04-01,synthetic revision
612,DMA,ECCS,1964,2026-04-01,synthetic revision
613,DOM,ECCS,1964,2026-04-01,synthetic revision
614,ECU,ECCS,1964,2026-04-01,synthetic revision
615,EGY,ECCS,1964,2026-04-01,synthetic revision
616,SLV,ECCS,1964,2026-04-01,synthetic revision
617,GNQ,ECCS,1964,2026-04-01,synthetic revision
618,SWZ,ECCS,1964,2026-04-01,synthetic revision
619,FLK,ECCS,1964,2026-04-01,synthetic revision
620,FRO,ECCS,1964,2026-04-01,synthetic revision
621,FJI,ECCS,1964,2026-04-01,synthetic revision
622,FIN,ECCS,1964,2026-04-01,synthetic revision
623,FRA,ECCS,1964,2026-04-01,synthetic revision
624,PYF,ECCS,1964,2026-04-01,synthetic revision
625,GAB,ECCS,1964,2026-04-01,synthetic revision
626,GMB,ECCS,1964,2026-04-01,synthetic revision
627,DEU,ECCS,1964,2026-04-01,synthetic revision
628,GHA,ECCS,1964,2026-04-01,synthetic revision
629,GIB,ECCS,1964,2026-04-01,synthetic revision
630,GRC,ECCS,1964,2026-04-01,synthetic revision
631,GRL,ECCS,1964,2026-04-01,synthetic revision
632,GRD,ECCS,1964,2026-04-01,synthetic revision
633,GLP,ECCS,1964,2026-04-01,synthetic revision
634,GTM,ECCS,1964,2026-04-01,synthetic revision
635,GUF,ECCS,1964,2026-04-01,synthetic revision
636,GIN,ECCS,1964,2026-04-01,synthetic revision
637,GNB,ECCS,1964,2026-04-01,synthetic revision
638,GUY,ECCS,1964,2026-04-01,synthetic revision
639,HTI,ECCS,1964,2026-04-01,synthetic revision
640,VAT,ECCS,1964,2026-04-01,synthetic revision
641,HND,ECCS,1964,2026-04-01,synthetic revision
642,HUN,ECCS,1964,2026-04-01,synthetic revision
643,ISL,ECCS,1964,2026-04-01,synthetic revision
644,IND,ECCS,1964,2026-04-01,synthetic revision
645,IDN,ECCS,1964,2026-04-01,synthetic revision
646,IRN,ECCS,1964,2026-04-01,synthetic revision
647,IRQ,ECCS,1964,2026-04-01,synthetic revision
648,IRL,ECCS,1964,2026-04-01,synthetic revision
649,IMN,ECCS,1964,2026-04-01,synthetic revision
650,ISR,ECCS,1964,2026-04-01,synthetic revision
651,ITA,ECCS,1964,2026-04-01,synthetic revision
652,JAM,ECCS,1964,2026-04-01,synthetic revision
653,JPN,ECCS,1964,2026-04-01,synthetic revision
654,JOR,ECCS,1964,2026-04-01,synthetic revision
655,KEN,ECCS,1964,2026-04-01,synthetic revision
656,KIR,ECCS,1964,2026-04-01,synthetic revision
657,PRK,ECCS,1964,2026-04-01,synthetic revision
658,KOR,ECCS,1964,2026-04-01,synthetic revision
659,KWT,ECCS,1964,2026-04-01,synthetic revision
660,LAO,ECCS,1964,2026-04-01,synthetic revision
661,LBN,ECCS,1964,2026-04-01,synthetic revision
662,LSO,ECCS,1964,2026-04-01,synthetic revision
663,LBR,ECCS,1964,2026-04-01,synthetic revision
664,LBY,ECCS,1964,2026-04-01,synthetic revision
665,LIE,ECCS,1964,2026-04-01,synthetic revision
666,MDG,ECCS,1964,2026-04-01,synthetic revision
667,MWI,ECCS,1964,2026-04-01,synthetic revision
668,MYS,ECCS,1964,2026-04-01,synthetic revision
669,MLI,ECCS,1964,2026-04-01,synthetic revision
670,MLT,ECCS,1964,2026-04-01,synthetic revision
671,MTQ,ECCS,1964,2026-04-01,synthetic revision
672,MRT,ECCS,1964,2026-04-01,synthetic revision
673,MUS,ECCS,1964,2026-04-01,synthetic revision
674,MYT,ECCS,1964,2026-04-01,synthetic revision
675,MEX,ECCS,1964,2026-04-01,synthetic revision
676,MCO,ECCS,1964,2026-04-01,synthetic revision
677,MNG,ECCS,1964,2026-04-01,synthetic revision
678,MSR,ECCS,1964,2026-04-01,synthetic revision
679,MAR,ECCS,1964,2026-04-01,synthetic revision
680,MOZ,ECCS,1964,2026-04-01,synthetic revision
681,MMR,ECCS,1964,2026-04-01,synthetic revision
682,NPL,ECCS,1964,2026-04-01,synthetic revision
683,NLD,ECCS,1964,2026-04-01,synthetic revision
684,NCL,ECCS,1964,2026-04-01,synthetic revision
685,NZL,ECCS,1964,2026-04-01,synthetic revision
686,NIC,ECCS,1964,2026-04-01,synthetic revision
687,NER,ECCS,1964,2026-04-01,synthetic revision
688,NGA,ECCS,1964,2026-04-01,synthetic revision
689,NIU,ECCS,1964,2026-04-01,synthetic revision
690,NFK,ECCS,1964,2026-04-01,synthetic revision
691,NOR,ECCS,1964,2026-04-01,synthetic revision
692,OMN,ECCS,1964,2026-04-01,synthetic revision
693,PAK,ECCS,1964,2026-04-01,synthetic revision
694,PNG,ECCS,1964,2026-04-01,synthetic revision
695,PRY,ECCS,1964,2026-04-01,synthetic revision
696,PER,ECCS,1964,2026-04-01,synthetic revision
697,PHL,ECCS,1964,2026-04-01,synthetic revision
698,PCN,ECCS,1964,2026-04-01,synthetic revision
699,POL,ECCS,1964,2026-04-01,synthetic revision
700,PRT,ECCS,1964,2026-04-01,synthetic revision
701,PRI,ECCS,1964,2026-04-01,synthetic revision
702,QAT,ECCS,1964,2026-04-01,synthetic revision
703,ROU,ECCS,1964,2026-04-01,synthetic revision
704,RWA,ECCS,1964,2026-04-01,synthetic revision
705,SPM,ECCS,1964,2026-04-01,synthetic revision
706,WSM,ECCS,1964,2026-04-01,synthetic revision
707,SMR,ECCS,1964,2026-04-01,synthetic revision
708,STP,ECCS,1964,2026-04-01,synthetic revision
709,SAU,ECCS,1964,2026-04-01,synthetic revision
710,SEN,ECCS,1964,2026-04-01,synthetic revision
711,SYC,ECCS,1964,2026-04-01,synthetic revision
712,SLE,ECCS,1964,2026-04-01,synthetic revision
713,SLB,ECCS,1964,2026-04-01,synthetic revision
714,SOM,ECCS,1964,2026-04-01,synthetic revision
715,ZAF,ECCS,1964,2026-04-01,synthetic revision
716,ESP,ECCS,1964,2026-04-01,synthetic revision
717,LKA,ECCS,1964,2026-04-01,synthetic revision
718,KNA,ECCS,1964,2026-04-01,synthetic revision
719,LCA,ECCS,1964,2026-04-01,synthetic revision
720,VCT,ECCS,1964,2026-04-01,synthetic revision
721,SUR,ECCS,1964,2026-04-01,synthetic revision
722,SJM,ECCS,1964,2026-04-01,synthetic revision
723,SWE,ECCS,1964,2026-04-01,synthetic revision
724,CHE,ECCS,1964,2026-04-01,synthetic revision
725,SYR,ECCS,1964,2026-04-01,synthetic revision
726,TWN,ECCS,1964,2026-04-01,synthetic revision
727,TZA,ECCS,1964,2026-04-01,synthetic revision
728,THA,ECCS,1964,2026-04-01,synthetic revision
729,TLS,ECCS,1964,2026-04-01,synthetic revision
730,TGO,ECCS,1964,2026-04-01,synthetic revision
731,TKL,ECCS,1964,2026-04-01,synthetic revision
732,TON,ECCS,1964,2026-04-01,synthetic revision
733,TTO,ECCS,1964,2026-04-01,synthetic revision
734,TUN,ECCS,1964,2026-04-01,synthetic revision
735,TCA,ECCS,1964,2026-04-01,synthetic revision
736,TUV,ECCS,1964,2026-04-01,synthetic revision
737,UGA,ECCS,1964,2026-04-01,synthetic revision
738,ARE,ECCS,1964,2026-04-01,synthetic revision
739,GBR,ECCS,1964,2026-04-01,synthetic revision
740,USA,ECCS,1964,2026-04-01,synthetic revision
741,VIR,ECCS,1964,2026-04-01,synthetic revision
742,URY,ECCS,1964,2026-04-01,synthetic revision
743,VUT,ECCS,1964,2026-04-01,synthetic revision
744,VEN,ECCS,1964,2026-04-01,synthetic revision
745,VNM,ECCS,1964,2026-04-01,synthetic revision
746,WLF,ECCS,1964,2026-04-01,synthetic revision
747,PSE,ECCS,1964,2026-04-01,synthetic revision
748,ESH,ECCS,1964,2026-04-01,synthetic revision
749,YEM,ECCS,1964,2026-04-01,synthetic revision
750,ZMB,ECCS,1964,2026-04-01,synthetic revision
751,ZWE,ECCS,1964,2026-04-01,synthetic revision
752,AFG,ECCS,1965,2026-04-01,synthetic revision
753,ALB,ECCS,1965,2026-04-01,synthetic revision
754,DZA,ECCS,1965,2026-04-01,synthetic revision
755,ASM,ECCS,1965,2026-04-01,synthetic revision
756,AND,ECCS,1965,2026-04-01,synthetic revision
757,AGO,ECCS,1965,2026-04-01,synthetic revision
758,AIA,ECCS,1965,2026-04-01,synthetic revision
759,ATG,ECCS,1965,2026-04-01,synthetic revision
760,ARG,ECCS,1965,2026-04-01,synthetic revision
761,ABW,ECCS,1965,2026-04-01,synthetic revision
762,AUS,ECCS,1965,2026-04-01,synthetic revision
763,AUT,ECCS,1965,2026-04-01,synthetic revision
764,BHS,ECCS,1965,2026-04-01,synthetic revision
765,BHR,ECCS,1965,2026-04-01,synthetic revision
766,BGD,ECCS,1965,2026-04-01,synthetic revision
767,BRB,ECCS,1965,2026-04-01,synthetic revision
768,BLZ,ECCS,1965,2026-04-01,synthetic revision
769,BEN,ECCS,1965,2026-04-01,synthetic revision
770,BTN,ECCS,1965,2026-04-01,synthetic revision
771,BOL,ECCS,1965,2026-04-01,synthetic revision
772,BWA,ECCS,1965,2026-04-01,synthetic revision
773,BRA,ECCS,1965,2026-04-01,synthetic revision
774,VGB,ECCS,1965,2026-04-01,synthetic revision
775,BRN,ECCS,1965,2026-04-01,synthetic revision
776,BGR,ECCS,1965,2026-04-01,synthetic revision
777,BFA,ECCS,1965,2026-04-01,synthetic revision
778,BDI,ECCS,1965,2026-04-01,synthetic revision
779,CPV,ECCS,1965,2026-04-01,synthetic revision
780,KHM,ECCS,1965,2026-04-01,synthetic revision
781,CMR,ECCS,1965,2026-04-01,synthetic revision
782,CAN,ECCS,1965,2026-04-01,synthetic revision
783,CAF,ECCS,1965,2026-04-01,synthetic revision
784,TCD,ECCS,1965,2026-04-01,synthetic revision
785,CHL,ECCS,1965,2026-04-01,synthetic revision
786,HKG,ECCS,1965,2026-04-01,synthetic revision
787,MAC,ECCS,1965,2026-04-01,synthetic revision
788,CHN,ECCS,1965,2026-04-01,synthetic revision
789,COL,ECCS,1965,2026-04-01,synthetic revision
790,COM,ECCS,1965,2026-04-01,synthetic revision
791,COD,ECCS,1965,2026-04-01,synthetic revision
792,COG,ECCS,1965,2026-04-01,synthetic revision
793,COK,ECCS,1965,2026-04-01,synthetic revision
794,CRI,ECCS,1965,2026-04-01,synthetic revision
795,CUB,ECCS,1965,2026-04-01,synthetic revision
796,CYP,ECCS,1965,2026-04-01,synthetic revision
797,DNK,ECCS,1965,2026-04-01,synthetic revision
798,DJI,ECCS,1965,2026-04-01,synthetic revision
799,DMA,ECCS,1965,2026-04-01,synthetic revision
800,DOM,ECCS,1965,2026-04-01,synthetic revision
801,ECU,ECCS,1965,2026-04-01,synthetic revision
802,EGY,ECCS,1965,2026-04-01,synthetic revision
803,SLV,ECCS,1965,2026-04-01,synthetic revision
804,GNQ,ECCS,1965,2026-04-01,synthetic revision
805,SWZ,ECCS,1965,2026-04-01,synthetic revision
806,FLK,ECCS,1965,2026-04-01,synthetic revision
807,FRO,ECCS,1965,2026-04-01,synthetic revision
808,FJI,ECCS,1965,2026-04-01,synthetic revision
809,FIN,ECCS,1965,2026-04-01,synthetic revision
810,FRA,ECCS,1965,2026-04-01,synthetic revision
811,PYF,ECCS,1965,2026-04-01,synthetic revision
812,GAB,ECCS,1965,2026-04-01,synthetic revision
813,GMB,ECCS,1965,2026-04-01,synthetic revision
814,DEU,ECCS,1965,2026-04-01,synthetic revision
815,GHA,ECCS,1965,2026-04-01,synthetic revision
816,GIB,ECCS,1965,2026-04-01,synthetic revision
817,GRC,ECCS,1965,2026-04-01,synthetic revision
818,GRL,ECCS,1965,2026-04-01,synthetic revision
819,GRD,ECCS,1965,2026-04-01,synthetic revision
820,GLP,ECCS,1965,2026-04-01,synthetic revision
821,GTM,ECCS,1965,2026-04-01,synthetic revision
822,GUF,ECCS,1965,2026-04-01,synthetic revision
823,GIN,ECCS,1965,2026-04-01,synthetic revision
824,GNB,ECCS,1965,2026-04-01,synthetic revision
825,GUY,ECCS,1965,2026-04-01,synthetic revision
826,HTI,ECCS,1965,2026-04-01,synthetic revision
827,VAT,ECCS,1965,2026-04-01,synthetic revision
828,HND,ECCS,1965,2026-04-01,synthetic revision
829,HUN,ECCS,1965,2026-04-01,synthetic revision
830,ISL,ECCS,1965,2026-04-01,synthetic revision
831,IND,ECCS,1965,2026-04-01,synthetic revision
832,IDN,ECCS,1965,2026-04-01,synthetic revision
833,IRN,ECCS,1965,2026-04-01,synthetic revision
834,IRQ,ECCS,1965,2026-04-01,synthetic revision
835,IRL,ECCS,1965,2026-04-01,synthetic revision
836,IMN,ECCS,1965,2026-04-01,synthetic revision
837,ISR,ECCS,1965,2026-04-01,synthetic revision
838,ITA,ECCS,1965,2026-04-01,synthetic revision
839,JAM,ECCS,1965,2026-04-01,synthetic revision
840,JPN,ECCS,1965,2026-04-01,synthetic revision
841,JOR,ECCS,1965,2026-04-01,synthetic revision
842,KEN,ECCS,1965,2026-04-01,synthetic revision
843,KIR,ECCS,1965,2026-04-01,synthetic revision
844,PRK,ECCS,1965,2026-04-01,synthetic revision
845,KOR,ECCS,1965,2026-04-01,synthetic revision
846,KWT,ECCS,1965,2026-04-01,synthetic revision
847,LAO,ECCS,1965,2026-04-01,synthetic revision
848,LBN,ECCS,1965,2026-04-01,synthetic revision
849,LSO,ECCS,1965,2026-04-01,synthetic revision
850,LBR,ECCS,1965,2026-04-01,synthetic revision
851,LBY,ECCS,1965,2026-04-01,synthetic revision
852,LIE,ECCS,1965,2026-04-01,synthetic revision
853,MDG,ECCS,1965,2026-04-01,synthetic revision
854,MWI,ECCS,1965,2026-04-01,synthetic revision
855,MYS,ECCS,1965,2026-04-01,synthetic revision
856,MLI,ECCS,1965,2026-04-01,synthetic revision
857,MLT,ECCS,1965,2026-04-01,synthetic revision
858,MTQ,ECCS,1965,2026-04-01,synthetic revision
859,MRT,ECCS,1965,2026-04-01,synthetic revision
860,MUS,ECCS,1965,2026-04-01,synthetic revision
861,MYT,ECCS,1965,2026-04-01,synthetic revision
862,MEX,ECCS,1965,2026-04-01,synthetic revision
863,MCO,ECCS,1965,2026-04-01,synthetic revision
864,MNG,ECCS,1965,2026-04-01,synthetic revision
865,MSR,ECCS,1965,2026-04-01,synthetic revision
866,MAR,ECCS,1965,2026-04-01,synthetic revision
867,MOZ,ECCS,1965,2026-04-01,synthetic revision
868,MMR,ECCS,1965,2026-04-01,synthetic revision
869,NPL,ECCS,1965,2026-04-01,synthetic revision
870,NLD,ECCS,1965,2026-04-01,synthetic revision
871,NCL,ECCS,1965,2026-04-01,synthetic revision
872,NZL,ECCS,1965,2026-04-01,synthetic revision
873,NIC,ECCS,1965,2026-04-01,synthetic revision
874,NER,ECCS,1965,2026-04-01,synthetic revision
875,NGA,ECCS,1965,2026-04-01,synthetic revision
876,NIU,ECCS,1965,2026-04-01,synthetic revision
877,NFK,ECCS,1965,2026-04-01,synthetic revision
878,NOR,ECCS,1965,2026-04-01,synthetic revision
879,OMN,ECCS,1965,2026-04-01,synthetic revision
880,PAK,ECCS,1965,2026-04-01,synthetic revision
881,PAN,ECCS,1965,2026-04-01,synthetic revision
882,PNG,ECCS,1965,2026-04-01,synthetic revision
883,PRY,ECCS,1965,2026-04-01,synthetic revision
884,PER,ECCS,1965,2026-04-01,synthetic revision
885,PHL,ECCS,1965,2026-04-01,synthetic revision
886,PCN,ECCS,1965,2026-04-01,synthetic revision
887,POL,ECCS,1965,2026-04-01,synthetic revision
888,PRT,ECCS,1965,2026-04-01,synthetic revision
889,PRI,ECCS,1965,2026-04-01,synthetic revision
890,QAT,ECCS,1965,2026-04-01,synthetic revision
891,ROU,ECCS,1965,2026-04-01,synthetic revision
892,RWA,ECCS,1965,2026-04-01,synthetic revision
893,SPM,ECCS,1965,2026-04-01,synthetic revision
894,WSM,ECCS,1965,2026-04-01,synthetic revision
895,SMR,ECCS,1965,2026-04-01,synthetic revision
896,STP,ECCS,1965,2026-04-01,synthetic revision
897,SAU,ECCS,1965,2026-04-01,synthetic revision
898,SEN,ECCS,1965,2026-04-01,synthetic revision
899,SYC,ECCS,1965,2026-04-01,synthetic revision
900,SLE,ECCS,1965,2026-04-01,synthetic revision
901,SLB,ECCS,1965,2026-04-01,synthetic revision
902,SOM,ECCS,1965,2026-04-01,synthetic revision
903,ZAF,ECCS,1965,2026-04-01,synthetic revision
904,ESP,ECCS,1965,2026-04-01,synthetic revision
905,LKA,ECCS,1965,2026-04-01,synthetic revision
906,KNA,ECCS,1965,2026-04-01,synthetic revision
907,LCA,ECCS,1965,2026-04-01,synthetic revision
908,VCT,ECCS,1965,2026-04-01,synthetic revision
909,SUR,ECCS,1965,2026-04-01,synthetic revision
910,SJM,ECCS,1965,2026-04-01,synthetic revision
911,SWE,ECCS,1965,2026-04-01,synthetic revision
912,CHE,ECCS,1965,2026-04-01,synthetic revision
913,SYR,ECCS,1965,2026-04-01,synthetic revision
914,TWN,ECCS,1965,2026-04-01,synthetic revision
915,TZA,ECCS,1965,2026-04-01,synthetic revision
916,THA,ECCS,1965,2026-04-01,synthetic revision
917,TGO,ECCS,1965,2026-04-01,synthetic revision
918,TKL,ECCS,1965,2026-04-01,synthetic revision
919,TON,ECCS,1965,2026-04-01,synthetic revision
920,TTO,ECCS,1965,2026-04-01,synthetic revision
